Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,High body-mass index,Deaths,2021,2007,2362254.76060496,1156282.7752337,3653022.55878411,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2010,2597212.50269179,1278492.80728856,3986805.75539093,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2013,2848254.11610004,1413511.61853388,4350276.75194495,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2015,3067586.1036862,1540833.19647611,4644653.54581282,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2016,3182764.03883971,1609391.09942547,4827219.4292232,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2017,3280798.00899825,1646444.20501522,4986364.23827134,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2019,3513624.51396693,1761636.96773609,5350303.14725639,High body-mass index,Metabolic risks
,High body-mass index,Deaths,2021,2021,3709063.34789778,1847840.08856915,5658334.0355099,High body-mass index,Metabolic risks
,Diet low in whole grains,Deaths,2021,1990,991499.03151275,451550.217790399,1484971.61273526,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2005,1264161.79398584,571963.233743386,1897216.58929859,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2006,1252049.42966212,574924.257230886,1867094.0894139,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2007,1261806.0601985,582727.645892278,1886420.15372619,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2010,1316441.16395284,612298.748889843,1963104.40517429,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2013,1374748.44065192,644762.927998571,2057983.89415493,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2015,1413831.18217014,663588.640829586,2104759.26789077,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2016,1436777.28940608,661628.292402823,2143461.63093604,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2017,1449879.61489467,667482.34088171,2181909.33447474,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2019,1504319.50454033,697574.571129468,2292670.56853602,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2021,2021,1546242.68698825,707296.746514314,2343822.22829647,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,1990,243171.951109816,58666.3954486599,405530.41390639,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2005,307923.984231607,73275.697938169,515160.967455567,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2006,296606.234360051,68850.4230584841,496425.708612504,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2007,289710.803775546,65573.9295985954,484629.394706213,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2010,278376.137307591,59259.6507813548,468218.124559839,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2013,270867.490303095,54616.8080992244,456673.954050829,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2015,276892.864943203,55035.9088877265,468914.410084541,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2016,281071.287589951,55499.1852281521,477605.469624581,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2017,283113.404056368,55527.7415298952,479484.512078372,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2019,289914.796579211,55947.9515813896,494081.55988195,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2021,295268.699376322,56805.2254634352,502317.373659524,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,1990,444092.596100627,-1329120.15025424,1671175.08231292,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2005,574043.300212669,-1701503.26755742,2176518.54952715,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2006,571664.038243703,-1690660.95201679,2153441.31022095,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2007,580027.5292767,-1723664.23949607,2180880.17858082,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2010,615613.484170782,-1810059.44139972,2309197.51576018,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2013,651768.792801314,-1915236.21324828,2465668.71674389,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2015,670527.83223054,-1950772.65363504,2511870.89051518,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2016,681584.717460405,-2005816.2298279,2568642.00994324,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2017,687132.555104776,-1985912.17608662,2592475.71620086,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2019,716447.250807429,-2053315.92471152,2706362.17007488,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2021,2021,737879.282209482,-2118790.29882907,2767688.42735375,Dietary risks,Behavioural risks
,Occupational risks,Deaths,2021,1990,1287869.02315864,1187963.88922339,1389932.53425979,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2005,1424795.32602329,1311382.0539462,1544799.38186809,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2006,1408803.07357482,1300168.47158393,1521570.20836029,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2007,1415123.18021146,1301100.86059005,1524939.87842279,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2010,1436949.86370566,1322755.79530763,1552216.58154522,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2013,1429329.20561867,1299281.38150966,1544854.75600408,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2015,1411403.70317592,1289060.06984701,1549518.81855148,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2016,1413292.40527311,1282044.32880487,1540729.46920945,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2017,1416131.87311029,1289346.43770518,1547762.52259597,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2019,1424561.68161275,1284246.44775644,1562036.38444717,Occupational risks,Environmental/occupational risks
,Occupational risks,Deaths,2021,2021,1443379.8357521,1303739.15900747,1595738.50864331,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,1990,618630.161965412,586704.085386691,650881.731073766,Occupational risks,Environmental/occupational risks
,All risk factors,Deaths,2021,1990,27452757.037595,25923284.4225296,28726735.4335183,Other,All risk factors
,All risk factors,Deaths,2021,2005,31288921.7172125,29558378.0756483,32720694.0039475,Other,All risk factors
,All risk factors,Deaths,2021,2006,30899265.572834,29116641.7242398,32437492.0431512,Other,All risk factors
,All risk factors,Deaths,2021,2007,30951554.2665454,29178713.7712152,32455349.731014,Other,All risk factors
,All risk factors,Deaths,2021,2010,31673632.2304941,29860882.1262204,33421857.1826109,Other,All risk factors
,All risk factors,Deaths,2021,2013,32051409.6346979,30087076.205434,33740744.306745,Other,All risk factors
,All risk factors,Deaths,2021,2015,32559721.3140194,30582795.1009719,34564947.5757278,Other,All risk factors
,All risk factors,Deaths,2021,2016,32870773.3254167,30573516.3420306,34790816.909516,Other,All risk factors
,All risk factors,Deaths,2021,2017,33079295.7388661,30858072.073435,35205843.2908573,Other,All risk factors
,All risk factors,Deaths,2021,2019,33787297.8722136,31074912.223754,36039230.5970897,Other,All risk factors
,All risk factors,Deaths,2021,2021,34086634.0004667,31302868.2593409,36698306.2399948,Other,All risk factors
,Diet low in legumes,Deaths,2021,1990,309538.475029491,-260961.216615668,803160.493954242,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2005,337685.195900106,-279497.448911356,876406.985588077,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2006,332699.974191868,-276765.93499854,862948.667672633,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2007,333419.21588914,-277802.888981113,867007.266138836,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2010,342299.458834494,-282277.996456399,886288.76073283,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2013,354915.094709523,-289769.206276022,927466.430296406,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2015,362507.480900816,-296896.771368685,945175.138227058,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2016,367303.715322816,-300551.142461362,955081.302771952,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2017,368668.977011416,-299991.495546177,966945.753178374,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2019,379407.473858667,-307307.363353094,991231.898106725,Dietary risks,Behavioural risks
,Diet low in legumes,Deaths,2021,2021,389328.769606269,-313415.181203872,1011097.99788587,Dietary risks,Behavioural risks
,Low temperature,Deaths,2021,1990,1051293.06862772,962007.54286677,1142338.81506906,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2005,1252229.91371203,1146948.34087632,1370974.85481826,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2006,1176397.16270425,1058712.65096092,1280678.82142588,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2007,1210034.14817079,1095484.94688866,1316723.0190788,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2010,1297638.89311256,1171917.70893974,1416613.84822584,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2013,1361600.46910613,1217980.7967143,1495931.34909471,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2015,1344380.27036144,1199676.27820326,1461375.78518275,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2016,1346650.48110381,1195142.49661406,1475703.70813039,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2017,1393582.48486343,1254966.70057502,1516654.48826322,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2019,1463904.40485788,1304627.18312115,1596431.35055056,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2021,2021,1481691.90111774,1304977.3047233,1635207.17429322,Non-optimal temperature,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,1990,12583403.3993175,11215838.6163793,13977846.2305862,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2005,13047704.5728712,11566775.7226434,14412689.958895,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2006,12816604.5848748,11318931.21055,14148038.29616,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2007,12820911.7789977,11362726.550411,14171443.7435661,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2010,13006519.5141134,11509865.6883004,14442797.5320322,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2013,12994219.8310466,11444286.808386,14441300.9750592,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2015,12963863.1019422,11355054.5915938,14526247.531554,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2016,12976987.8628057,11255227.6251793,14517348.3678233,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2017,12906858.7669567,11173026.7087256,14494448.4216174,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2019,12820900.0192288,11065888.3513913,14475901.7389648,Other,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2021,12818817.1253957,10896483.1953908,14588245.6201933,Other,Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,1990,1133925.97241619,-210856.818379451,2357085.34440616,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2005,822926.19909482,-179316.191064719,1717816.65633434,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2006,808875.669611466,-177515.523543842,1684949.59795916,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2007,792799.151606557,-175218.393414871,1661459.45057065,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2010,723735.530764697,-168430.090487677,1522208.96118394,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2013,656935.757606986,-169138.956144183,1394931.17295977,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2015,606603.860517027,-167316.843257292,1296160.28448274,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2016,582920.41430758,-165154.660912338,1244783.18420911,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2017,561226.752039091,-159480.645110338,1212803.05393379,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2019,516208.919523813,-151815.286303595,1113427.73152378,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2021,446329.502814724,-124347.942414036,974738.161813,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,1990,7250210.25108564,6032279.35447092,8453897.76610424,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2005,7951009.93183218,6818076.60254146,8996614.17082515,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2006,7799496.22572134,6643036.81149932,8940035.97357915,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2007,7778940.7406633,6671961.7860874,8857886.31686154,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2010,7848672.97359863,6659566.82160648,8968037.7532786,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2013,7979068.900683,6739935.26862806,9206874.69851394,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2015,8021866.92521264,6787733.0726374,9288354.70182385,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2016,7998897.50194808,6660796.85003494,9295259.36765638,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2017,7904445.97626581,6641219.63188453,9226971.59457929,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2019,7728157.23520053,6362038.80857464,9137042.35784447,Air pollution,Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2021,7833220.9153879,6479473.76298432,9263395.34606934,Air pollution,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,1990,1291493.57443557,1163829.02556407,1455413.71645703,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2005,1614870.01700123,1439926.91415938,1845446.11020575,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2006,1510724.82228907,1347211.57569441,1720312.9527315,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2007,1552483.04958732,1382885.2099848,1776251.9184429,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2010,1784537.48907528,1569547.94632919,2045420.35454429,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2013,1743868.86598593,1535441.70077671,1999698.74476151,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2015,1769555.12247647,1564698.28429496,2015686.71996096,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2016,1826796.91291389,1591116.18553412,2113652.61852411,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2017,1854536.956855,1624575.90121393,2138117.6491564,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2019,1966738.77670912,1719467.25049838,2274164.47949545,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2021,1907500.04599698,1655224.03793568,2202673.19610095,Non-optimal temperature,Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,1990,1865255.57999774,1438219.89370681,2350319.74925422,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2005,1234770.56492366,950171.721350378,1631609.97085182,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2006,1212293.66508185,927436.795691603,1586330.02638878,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2007,1184358.15486048,903366.526415147,1564981.53291826,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2010,1058782.76400167,801922.946114628,1421880.11804541,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2013,921821.51040567,688919.356230071,1257229.25866646,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2015,818016.309992312,610168.713509789,1107837.72898507,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2016,774778.447728402,570108.055558575,1054605.6635262,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2017,739001.394830294,542039.821164331,1010622.07402898,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2019,663215.475809356,473068.745733827,911126.829397299,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2021,595241.622617686,410523.715371432,834464.729984194,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,High temperature,Deaths,2021,1990,246697.043172363,170536.494197558,335382.761645887,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2005,374412.897968779,260637.091400014,507829.627373354,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2006,345003.372641829,237896.410061762,472730.63802382,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2007,354570.208508988,238348.086219192,488973.796221368,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2010,502458.801809474,342577.582069183,665705.39331281,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2013,397759.652752511,268249.593246437,544640.166845472,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2015,441118.734193782,296723.672894251,605856.570821036,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2016,496247.019940626,330120.450004517,684225.487425362,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2017,478638.627861503,318968.54009921,651613.97449429,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2019,524313.338000333,350141.660681277,715702.438965443,Non-optimal temperature,Environmental/occupational risks
,High temperature,Deaths,2021,2021,442229.001057509,286707.651652218,616901.244071301,Non-optimal temperature,Environmental/occupational risks
,Kidney dysfunction*,Deaths,2021,1990,1864825.71386022,1596391.62423668,2144983.65955276,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2005,2570583.64848882,2217338.22197494,2928902.06442253,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2006,2576800.99147228,2238314.71445959,2934111.39280234,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2007,2621556.6079403,2266490.7458781,2980811.0457587,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2010,2812232.92758681,2443634.58548762,3196260.11703725,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2013,3029272.94716937,2613108.52272146,3451020.67932886,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2015,3181512.38475263,2744924.28852405,3604499.01718518,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2016,3262461.57414549,2821650.08503303,3710782.33695092,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2017,3320224.96121056,2871611.26834826,3784164.84849804,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2019,3485449.65162411,3010986.21678275,3957498.57368938,Kidney dysfunction*,Metabolic risks
,Kidney dysfunction*,Deaths,2021,2021,3622840.03351538,3124321.81508503,4142442.76006642,Kidney dysfunction*,Metabolic risks
,Residential radon,Deaths,2021,1990,49236.7768978043,-23789.1933121672,125872.994405613,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2005,63322.5414626445,-29920.5905015493,162860.291060103,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2006,63506.8399775289,-30199.5907272602,162851.978525703,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2007,64494.0006070536,-31165.2899714913,163709.70468917,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2010,68550.127425296,-32537.811653606,173269.098430523,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2013,72203.207715973,-34771.0892308915,183677.423396976,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2015,74302.3069206537,-36474.7156699294,191495.12835815,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2016,76002.3456267926,-37179.8724571931,192943.997595955,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2017,76732.8572471107,-36881.5033503255,198855.964181629,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2019,79402.8076913688,-38130.2439523582,199747.388565102,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2021,2021,82160.4586553862,-41644.7074929203,210376.637900432,Other environmental risks,Environmental/occupational risks
,Suboptimal breastfeeding,Deaths,2021,1990,522683.242968922,393010.98409974,644603.775898244,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2005,293618.799896541,216985.112569944,366625.819104564,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2006,283517.111608249,211306.016555781,351374.578145053,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2007,271976.807815602,204040.410086278,337034.450901124,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2010,236372.554728467,178873.787938082,293952.766557168,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2013,201813.326290509,152566.218447096,250430.777440373,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2015,178211.210601547,135299.390319369,221920.726625323,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2016,167247.46074016,125077.119927021,210773.524470209,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2017,155841.575369156,116546.295569891,196436.024226672,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2019,133399.340637951,98122.2360638402,170801.802067672,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2021,2021,101023.147978121,74663.3007954297,130974.673170817,Child and maternal malnutrition,Behavioural risks
,High fasting plasma glucose,Deaths,2021,1990,2163063.46913661,1895074.67665747,2439105.26109297,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2005,3389525.50359075,2921416.8727535,3847203.92769256,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2006,3432467.04613952,2957335.76056067,3883838.59179032,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2007,3520766.62353464,3028908.2643532,3995212.65880128,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2010,3860884.71533596,3300673.55816743,4407011.67370999,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2013,4217947.34631063,3612481.23425095,4832673.00661346,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2015,4497340.93608284,3848860.6919272,5132961.43079964,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2016,4645318.13134831,3977254.76698912,5317122.13600852,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2017,4777879.83019396,4068886.59164019,5473507.75351912,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2019,5088825.39219422,4375973.87769428,5876995.6931045,High fasting plasma glucose,Metabolic risks
,High fasting plasma glucose,Deaths,2021,2021,5292826.91293406,4487830.94869162,6114992.6322338,High fasting plasma glucose,Metabolic risks
,Low bone mineral density,Deaths,2021,1990,207633.031471324,179288.850012382,228088.553126154,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2005,313171.958273623,264919.684551385,346503.141605411,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2006,319037.706355227,270558.127883691,353365.011338906,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2007,328780.794541012,278135.496850535,364595.267974748,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2010,350453.412007431,299267.298411001,386605.069321369,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2013,385939.853170136,326737.164595574,429591.445281296,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2015,408336.265448228,344756.358221902,453683.244155084,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2016,418026.116366677,351029.66245837,464211.437594186,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2017,429048.805650874,358360.239163021,480358.66983373,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2019,449331.317676573,378933.479275459,500564.908857778,Low bone mineral density,Metabolic risks
,Low bone mineral density,Deaths,2021,2021,459660.956681325,383676.341242423,519474.811139318,Low bone mineral density,Metabolic risks
,Diet low in nuts and seeds,Deaths,2021,1990,516267.121204066,151674.093461717,837836.427386975,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2005,592487.635326254,172867.879121319,960641.659820904,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2006,584100.568964556,169911.802703368,942704.62728706,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2007,587194.778559719,173002.950253237,954184.876225862,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2010,603727.551466924,174701.78860215,987181.468047842,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2013,620701.802487502,179037.706569964,1023084.77661158,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2015,624485.392132481,180891.647730751,1023420.70528617,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2016,629970.047593065,180942.119364385,1027233.4917118,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2017,628876.663879002,179125.8661343,1030273.86743888,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2019,644553.448443508,185783.035740093,1067810.39126742,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2021,2021,658246.827457309,184906.146038822,1086133.71502607,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,1990,28025.856420374,11479.7084438151,43221.9429308558,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2005,45129.8972591895,19720.5372159746,69107.2112556347,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2021,2006,45923.5982128439,20089.6658149499,70314.4759999135,Dietary risks,Behavioural risks
