Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Diet low in polyunsaturated fatty acids,DALYs,2023,1990,10476852.0027416,-33853537.2743163,39665982.3446053,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2005,12077634.441195,-36268276.941341,44823311.4896037,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2006,12137087.0377938,-35515323.1001011,44950752.2565003,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2010,12271926.3292624,-34500230.2036056,48156114.6618779,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2013,12962055.8420629,-37116370.2601234,50282639.0498788,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2015,13133726.8723589,-37612170.2887237,50690608.5891602,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2016,13294662.6117434,-37574505.4869539,50542682.8403583,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2017,13200710.9323096,-36560484.6581864,50445609.3872783,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2019,12746311.0029805,-35606058.7286083,48726041.9621007,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2021,13788402.888502,-39924595.7815307,52597322.3406857,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,DALYs,2023,2023,13642308.8853167,-40170447.6228999,51926962.0192104,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,1990,1414216.29269633,1018133.86951299,1875183.66933855,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2005,1512599.15694304,1107982.25549387,1961715.25874038,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2006,1518833.0873606,1114337.18532578,1959907.95212343,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2010,1563178.38324169,1133149.61999756,2034768.52023195,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2013,1580797.47468094,1132922.69244405,2005619.05196243,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2015,1632028.91962532,1155693.78806663,2078648.132491,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2016,1663338.89984943,1170002.6301209,2119607.3490589,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2017,1690361.89177417,1188545.17576971,2161332.069351,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2019,1705794.88938282,1209841.44769911,2203779.17216895,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2021,1839634.59561371,1337499.18987856,2381322.29129951,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2023,2023,1970743.00271453,1449123.25529546,2527027.73550931,Dietary risks,Behavioural risks
,Low physical activity,DALYs,2023,1990,8525623.43588819,3536275.24466103,13060755.5527457,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2005,10637689.4935202,4397904.15415217,16017225.4536234,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2006,10803949.8837748,4476977.77345078,16259667.87236,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2010,11697785.5168438,4896057.85113188,17637749.7613485,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2013,12606504.7908923,5315045.41222563,19143466.7583487,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2015,13386462.0776522,5689061.75203748,20335179.5046508,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2016,13811407.6503377,5859296.11225837,21031778.8098551,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2017,14230079.7226342,6085271.26092666,21735407.4183578,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2019,14696147.4261149,6478847.13520135,22253902.3282066,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2021,15643968.2790477,6918589.66272459,23851155.1674928,Low physical activity,Behavioural risks
,Low physical activity,DALYs,2023,2023,16441325.8911839,7207532.58339353,25151243.0880533,Low physical activity,Behavioural risks
,Diet high in sodium,DALYs,2023,1990,31528191.6153901,6671512.43049064,70870251.1343811,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2005,31971751.6215781,6147206.78107507,75598807.8752425,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2006,31970789.3862249,6071588.63459562,75586518.5024584,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2010,32805331.0957767,6246167.79283639,78274873.5338552,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2013,33722830.428644,6061419.47609918,81830436.5905567,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2015,34898680.2750755,6230066.98547467,83800756.5820341,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2016,35986489.7343394,6381576.98130247,86295661.4356791,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2017,36632058.8191179,6306396.31054646,87612124.968599,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2019,35439031.7135328,6349299.47611897,84935604.4161559,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2021,37893355.5767506,6726654.99320106,88984059.8843608,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2023,2023,38390135.4872817,6808180.00276484,91725772.4871875,Dietary risks,Behavioural risks
,Occupational risks,DALYs,2023,1990,80020511.760342,61117523.7767038,100058707.645192,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2005,77441968.31503,59137010.5328973,100094443.726239,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2006,78255710.2692507,58715893.7760814,102008433.472686,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2010,78215917.1864022,56802899.0593125,103724167.517147,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2013,77966017.5152427,56913686.1870416,103811441.251183,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2015,77329126.1318893,55641918.4898933,103610638.717053,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2016,77196415.5408769,55312723.7500225,103050913.210368,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2017,76393972.6057165,54774056.1966563,102578161.792769,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2019,74530273.3869305,52960383.8391846,100732608.871203,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2021,77238095.5653361,55793258.832271,104635958.350042,Occupational risks,Environmental/occupational risks
,Occupational risks,DALYs,2023,2023,77512407.275037,56251845.2967776,104495144.755473,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,1990,3351451.20769579,1225456.62367079,6158659.96275481,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2005,4550780.50887852,1527035.90454215,8326197.87685165,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2006,4505231.32042779,1511932.04480197,8255484.45858437,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2010,4518320.86759276,1485602.84353341,8477054.88196532,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2013,4434883.55130633,1417931.19222216,8373934.33691391,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2015,4453481.22307711,1437827.51457919,8318230.65272805,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2016,4510982.07432239,1427954.81968067,8469261.79412385,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2017,4569261.55174088,1454252.20306388,8643255.89678544,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2019,4636772.89985216,1489894.81177151,8831253.17680037,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2021,4410607.43114052,1398961.59329852,8209739.09320192,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2023,2023,5051990.3329005,1582532.7195783,9725493.66074998,Occupational risks,Environmental/occupational risks
,Child growth failure,DALYs,2023,1990,362944451.12285,268368577.794833,419423124.113814,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2005,197042007.451178,132860302.659904,240158634.168483,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2006,187112111.415021,127482728.456069,228372748.623736,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2010,158682812.609213,108965598.711074,194389635.508894,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2013,134460563.213717,89433897.1030777,166552328.752254,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2015,123606025.739608,82628035.1022071,153723378.220243,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2016,117865374.560404,77802274.0857098,146863034.02435,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2017,112255413.306474,73676404.3652121,139716852.934856,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2019,100020492.380153,63770005.3903615,127362613.534419,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2021,82666226.4485475,47861435.2502682,111386179.001122,Child and maternal malnutrition,Behavioural risks
,Child growth failure,DALYs,2023,2023,84522772.2995805,51843322.668682,110717713.782149,Child and maternal malnutrition,Behavioural risks
,Occupational ergonomic factors,DALYs,2023,1990,6956075.4528079,-7477297.0965675,20434191.2540126,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2005,8861118.28557977,-9108648.58429457,25531161.3522567,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2006,9029830.84988101,-9237507.1290866,25993243.9069696,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2010,9625432.41559765,-9553224.58901287,27596675.2788272,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2013,10093828.0649289,-9780803.68830435,28880648.3977713,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2015,10399797.946243,-9862862.12812144,29652004.1580016,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2016,10543746.7830551,-9866419.14871437,29979269.7279016,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2017,10679744.0432147,-9831242.26726527,30298313.1563683,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2019,10944791.8476685,-9952669.01575175,30924132.7527651,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2021,11120453.0156699,-10105715.4580274,31361936.1082722,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2023,2023,11095722.0414544,-9925879.41742054,31330245.0862828,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,1990,1611190.76843679,1164439.10773143,2150795.79624357,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2005,1935410.66006709,1420671.0762379,2518718.45360021,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2006,1959616.32695804,1442539.42887871,2582866.40690644,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2010,2003895.49366483,1551309.67145403,2668784.46991507,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2013,2058870.01440596,1572275.20116972,2740652.37046417,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2015,2062440.17679962,1580166.38391942,2741064.27434828,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2016,2072279.4672807,1566331.74733337,2782059.6066809,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2017,2065123.72622794,1570955.19947476,2748902.06520419,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2019,2077023.79096454,1601995.66805047,2796481.09492775,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2021,2086620.65791374,1587369.84308214,2825135.64301441,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2023,2023,2267943.07191868,1740617.3501343,3095437.37400707,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,1990,58481206.8521664,49994078.8752883,66626168.9141572,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2005,49719222.263476,43292534.8309299,56630584.8316674,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2006,50155670.0166633,43827523.7654036,56424753.6860146,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2010,48483298.4305314,42460941.1076583,55296385.57052,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2013,46915542.4413222,40539024.1273547,53887905.1727168,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2015,45445898.1360521,39201119.6607257,52720514.8565694,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2016,44817283.0462627,38379180.7199586,52073623.0162459,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2017,43544602.871159,37112691.580442,50936963.2293781,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2019,41053079.220286,34622378.0499777,47658413.6744974,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2021,43111381.4548933,36916401.4965949,50274771.5337498,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2023,2023,41891476.63828,35426377.324892,49021879.8231274,Occupational risks,Environmental/occupational risks
,Chewing tobacco,DALYs,2023,1990,3006494.41523615,1557245.24875231,5024781.25977178,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2005,4077063.03826971,2518246.95393304,6226478.78578423,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2006,4269418.51124515,2722286.81786594,6494843.47752469,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2010,4745048.16718496,3266535.85271644,6853947.99093504,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2013,5050378.21016436,3457953.84243502,7563036.62862947,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2015,5291736.23970126,3666152.09718632,7852247.93531968,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2016,5551109.07933146,3787215.57849821,8199103.97843343,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2017,5740535.85521826,3893564.81965867,8319612.85642327,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2019,5819172.88722909,3965519.34782389,8501393.24532807,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2021,6531388.74292837,4221133.26111266,9769875.63780246,Tobacco,Behavioural risks
,Chewing tobacco,DALYs,2023,2023,6483553.75746755,3961808.81104173,9929159.77955909,Tobacco,Behavioural risks
,Low temperature,DALYs,2023,1990,23450599.9046027,19570695.6429257,28073113.8689348,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2005,22233160.0414265,19218831.2342864,26049735.15447,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2006,20936802.3971366,18371530.0091278,24379143.7838558,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2010,21937230.2186423,19382828.4544708,25588330.4400759,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2013,23046736.223526,20297823.6999011,26780897.5707645,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2015,22808610.0156555,20191420.3287568,26320498.7667526,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2016,22609109.4368886,20025267.0061059,25974390.637176,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2017,23505789.0123771,20873815.1533861,26935032.8224625,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2019,23689683.9214515,20826549.0011466,27479932.950923,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2021,23177815.4288984,20403938.509119,26605250.9028207,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2023,2023,22920724.364176,20065413.7693191,26044176.89088,Non-optimal temperature,Environmental/occupational risks
,Unsafe sex,DALYs,2023,1990,21640355.5733978,19479410.460905,24278442.5845783,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2005,78279635.7028497,73855996.2317196,83900822.4441106,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2006,74633886.414713,70653522.3286363,80259219.7547889,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2010,61015552.6003013,57435018.2851533,65827696.1629758,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2013,55156473.2827768,51317438.3053738,60371200.9425837,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2015,53328649.2442478,48914821.0416482,58819469.3887589,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2016,52984724.8641113,48271397.9021098,58779141.9952661,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2017,52321696.4301838,47244501.9866525,58439100.5608562,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2019,51481661.7514646,46696558.0907655,57651786.3108164,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2021,50051910.5127016,44773968.2066537,56635839.9565249,Unsafe sex,Behavioural risks
,Unsafe sex,DALYs,2023,2023,50567971.9467196,44808032.4326315,57086878.5640998,Unsafe sex,Behavioural risks
,All risk factors,DALYs,2023,1990,1419151733.56805,1336886513.34857,1525877030.21755,Other,All risk factors
,All risk factors,DALYs,2023,2005,1317580362.58653,1231500022.44414,1413475221.68715,Other,All risk factors
,All risk factors,DALYs,2023,2006,1304321370.34837,1221145098.56297,1397234160.83204,Other,All risk factors
,All risk factors,DALYs,2023,2010,1277292760.36851,1193205917.48318,1370020432.85242,Other,All risk factors
,All risk factors,DALYs,2023,2013,1254214037.7164,1169060347.28089,1348526821.21453,Other,All risk factors
,All risk factors,DALYs,2023,2015,1257937275.02069,1175402863.82307,1360470944.83519,Other,All risk factors
,All risk factors,DALYs,2023,2016,1263380325.81548,1179232298.53128,1366797270.99943,Other,All risk factors
,All risk factors,DALYs,2023,2017,1261973444.9193,1179004174.53631,1365503810.29181,Other,All risk factors
,All risk factors,DALYs,2023,2019,1237462054.35025,1151531166.2208,1339666560.35784,Other,All risk factors
,All risk factors,DALYs,2023,2021,1242575810.14462,1152025237.35299,1347473181.46294,Other,All risk factors
,All risk factors,DALYs,2023,2023,1271685730.14154,1176421662.53824,1379572794.13064,Other,All risk factors
,Behavioural risks,DALYs,2023,1990,1071490866.62655,965196460.170715,1165268753.68624,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2005,942324052.656984,844017715.389368,1035426714.98247,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2006,926648506.084221,830774698.661624,1019305848.52743,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2010,881628617.455806,794250141.611751,972222483.662439,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2013,850971700.373377,757932648.911584,943048207.244146,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2015,842025960.776364,741673206.10682,933453655.686696,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2016,839869750.634623,739635441.269335,933906201.74469,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2017,833534377.595643,731524474.302518,925301861.509802,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2019,806781430.967783,703060423.849131,895300081.735658,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2021,795773611.09195,687677552.786708,889318026.592414,Other,Behavioural risks
,Behavioural risks,DALYs,2023,2023,807697498.858188,697238560.363032,904547457.931998,Other,Behavioural risks
,No access to handwashing facility,DALYs,2023,1990,85481300.5176432,-16837931.0671666,173514545.961825,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2005,50445780.19024,-10846330.955388,105535715.376518,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2006,48980656.6157852,-10556611.9856661,103026612.257899,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2010,41773440.6500376,-9615352.00743168,87301028.4522476,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2013,36691806.2614697,-9258094.55085601,77191863.1203204,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2015,33942770.3385741,-9324943.93753739,70906462.3692354,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2016,32613595.669029,-9252676.51302267,68729032.6303108,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2017,31176587.6048742,-9048540.792231,66293795.5942539,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2019,27953688.8836838,-8732144.77276899,61813837.4694112,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2021,23432655.4953245,-6582983.58276504,51800505.313982,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2023,2023,23696786.9255566,-7775180.39699297,54658425.4861969,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,1990,627617059.18692,557692878.160225,698507920.724297,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2005,517424199.808254,464212908.56785,571900988.001103,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2006,512048087.814334,459641817.814633,565272527.575375,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2010,497054669.507654,446132880.507788,548237875.303564,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2013,479862708.477613,429866792.708931,527585896.689432,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2015,474675605.498462,425194813.365535,521800288.581135,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2016,474438595.262066,423340198.045391,522062128.211451,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2017,468797772.343041,419985877.918492,516616600.507209,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2019,447564625.888664,399681112.956866,496293184.26918,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2021,439370673.133114,391169933.541224,486629251.720369,Other,Environmental/occupational risks
,Environmental/occupational risks,DALYs,2023,2023,445177857.35025,394760805.077376,496392252.862633,Other,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,1990,36304103.6231963,29588357.4569901,45135414.5107644,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2005,37920658.435607,31612039.5455506,45282314.4903504,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2006,34927480.1177449,29403676.4050516,41896305.0843413,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2010,42725632.5795926,35994654.0413863,50834061.5436038,Non-optimal temperature,Environmental/occupational risks
,Diet low in legumes,DALYs,2023,1990,11257256.6663072,-10163646.5443559,29112698.7133718,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2005,12402399.0515025,-10223674.8132228,32306360.9825786,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2006,12329170.891541,-9999747.28847098,32129381.9774423,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2010,12363539.7093921,-9603255.55664705,31906900.9995593,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2013,12921041.833479,-10253353.4157756,33834244.3092,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2015,13212835.6695174,-10893706.249873,34426793.3461577,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2016,13431910.8086586,-11215074.8543805,35211591.4642822,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2017,13525599.4256055,-11384637.032476,35472760.0011379,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2019,13217439.98662,-11172041.7245733,34752119.5044081,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2021,14122636.147218,-12047926.7675081,36431905.2938154,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2023,2023,14326607.3167397,-12304191.0257444,37349051.6757239,Dietary risks,Behavioural risks
,Non-optimal temperature,DALYs,2023,2013,37221902.1901273,31703929.399163,44647377.0803493,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2015,38530415.3366187,32965904.6784718,46223830.2013867,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2016,40070159.1815653,34348640.0206808,47970649.5265191,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2017,39916303.0749818,34549585.2974128,47619185.5335747,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2019,40598162.4798341,35050718.1092595,48652712.391783,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2021,37666863.7224085,33043577.9694749,45130574.5484412,Non-optimal temperature,Environmental/occupational risks
,Non-optimal temperature,DALYs,2023,2023,40059721.3135908,34648754.1658885,47751083.3646017,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,1990,13092028.0369722,9098589.54805309,17458886.8059347,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2005,16002439.6850214,12104419.8723576,20575525.7091826,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2006,14259450.4151625,10727310.5185776,18333437.6111448,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2010,21184992.1818205,16097669.356075,26494339.403553,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2013,14535956.7713141,11063373.4456703,18912498.3478329,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2015,16118601.252821,12263673.2636708,20850295.9795729,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2016,17838197.4767296,13504410.7445227,23129289.2624811,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2017,16818898.5234974,12783255.1617472,21653760.6125988,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2019,17406122.8369189,13244288.9853295,22586128.8441005,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2021,14805640.2617201,11412279.6224953,19564361.4854863,Non-optimal temperature,Environmental/occupational risks
,High temperature,DALYs,2023,2023,17515666.5568643,13247334.5837677,23195769.3655092,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,DALYs,2023,1990,280822730.591377,268811594.689152,292774368.912098,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2005,206588411.001176,198340022.115249,215031288.886895,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2006,203766948.019478,195585721.110888,212079674.17367,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2010,193214813.929461,184437386.654956,201991733.685546,Child and maternal malnutrition,Behavioural risks
