Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Diet low in fiber,DALYs,2010,2010,16452000.0,7401000.0,25783000.0,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2010,2010,2590000.0,1873000.0,3322000.0,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,DALYs,2010,2010,28199000.0,20624000.0,35974000.0,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",DALYs,2010,2010,11680000.0,5360000.0,17798000.0,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,DALYs,2010,2010,11592000.0,8395000.0,14623000.0,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2010,2010,61231000.0,40124000.0,80342000.0,Dietary risks,Behavioural risks
,Low physical activity,DALYs,2010,2010,69318000.0,58646000.0,80182000.0,Low physical activity,Behavioural risks
,Occupational risks,DALYs,2010,2010,62488000.0,49471000.0,76240000.0,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,DALYs,2010,2010,2681000.0,1773000.0,3689000.0,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2010,2010,2020000.0,1441000.0,2871000.0,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2010,2010,9142000.0,4377000.0,14250000.0,Occupational risks,Environmental/occupational risks
,Occupational noise,DALYs,2010,2010,3451000.0,2072000.0,5574000.0,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2010,2010,23444000.0,17736000.0,30904000.0,Occupational risks,Environmental/occupational risks
,Intimate partner violence,DALYs,2010,2010,16794000.0,11373000.0,23087000.0,Intimate partner violence,Behavioural risks
,All risk factors,Deaths,2013,2013,30839000.0,29719000.0,31949000.0,Other,All risk factors
,Environmental/occupational risks,Deaths,2013,2013,8181000.0,7651000.0,8726000.0,Other,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2013,2013,1399000.0,1237000.0,1576000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2013,2013,1246000.0,989000.0,1464000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2013,2013,816000.0,707000.0,921000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2013,2013,517000.0,408000.0,621000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2013,2013,5527000.0,5109000.0,5944000.0,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2013,2013,2926000.0,2777000.0,3066000.0,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2013,2013,2893000.0,2463000.0,3303000.0,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2013,2013,217000.0,161000.0,272000.0,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2013,2013,945000.0,663000.0,1279000.0,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2013,2013,92000.0,61000.0,128000.0,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2013,2013,853000.0,572000.0,1181000.0,Other environmental risks,Environmental/occupational risks
,Occupational risks,Deaths,2013,2013,717000.0,641000.0,803000.0,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2013,2013,304000.0,263000.0,341000.0,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2013,2013,52000.0,42000.0,70000.0,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2013,2013,205000.0,164000.0,251000.0,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2013,2013,159000.0,127000.0,206000.0,Occupational risks,Environmental/occupational risks
,Behavioural risks,Deaths,2013,2013,21909000.0,20446000.0,23383000.0,Other,Behavioural risks
,Child and maternal malnutrition,Deaths,2013,2013,1665000.0,1487000.0,1840000.0,Child and maternal malnutrition,Behavioural risks
,Childhood undernutrition,Deaths,2013,2013,1327000.0,1169000.0,1481000.0,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2013,2013,501000.0,318000.0,697000.0,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2013,2013,199000.0,137000.0,275000.0,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2013,2013,85000.0,51000.0,125000.0,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2013,2013,66000.0,4000.0,153000.0,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2013,2013,6149000.0,5587000.0,6762000.0,Tobacco,Behavioural risks
,Smoking,Deaths,2013,2013,5818000.0,5258000.0,6435000.0,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2013,2013,331000.0,308000.0,355000.0,Tobacco,Behavioural risks
,High alcohol use,Deaths,2013,2013,2786000.0,2146000.0,3287000.0,High alcohol use,Behavioural risks
,Drug use,Deaths,2013,2013,429000.0,381000.0,480000.0,Drug use,Behavioural risks
,Dietary risks,Deaths,2013,2013,11274000.0,9656000.0,12957000.0,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2013,2013,3413000.0,2207000.0,4546000.0,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2013,2013,1782000.0,1405000.0,2173000.0,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2013,2013,2049000.0,1575000.0,2525000.0,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2013,2013,1195000.0,816000.0,1578000.0,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2013,2013,105000.0,30000.0,177000.0,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2013,2013,102000.0,89000.0,116000.0,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2013,2013,644000.0,467000.0,881000.0,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",Deaths,2013,2013,126000.0,96000.0,166000.0,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2013,2013,1009000.0,817000.0,1207000.0,Dietary risks,Behavioural risks
,Diet low in calcium,Deaths,2013,2013,141000.0,122000.0,160000.0,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2013,2013,1031000.0,769000.0,1304000.0,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",Deaths,2013,2013,581000.0,512000.0,651000.0,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2013,2013,405000.0,218000.0,645000.0,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2013,2013,3689000.0,2028000.0,5810000.0,Dietary risks,Behavioural risks
,Intimate partner violence,Deaths,2013,2013,197000.0,146000.0,251000.0,Intimate partner violence,Behavioural risks
,Unsafe sex,Deaths,2013,2013,1481000.0,1383000.0,1621000.0,Unsafe sex,Behavioural risks
,Low physical activity,Deaths,2013,2013,2182000.0,1858000.0,2555000.0,Low physical activity,Behavioural risks
,Metabolic risks,Deaths,2013,2013,15723000.0,14719000.0,16767000.0,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2013,2013,4014000.0,3499000.0,4641000.0,High fasting plasma glucose,Metabolic risks
,High LDL cholesterol*,Deaths,2013,2013,2830000.0,1966000.0,4053000.0,High LDL cholesterol*,Metabolic risks
,High systolic blood pressure,Deaths,2013,2013,10364000.0,9178000.0,11544000.0,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2013,2013,4444000.0,3716000.0,5169000.0,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2013,2013,334000.0,285000.0,361000.0,Low bone mineral density,Metabolic risks
,Kidney dysfunction*,Deaths,2013,2013,2164000.0,1960000.0,2387000.0,Kidney dysfunction*,Metabolic risks
,All risk factors,DALYs,2013,2013,996554000.0,927157000.0,1072340000.0,Other,All risk factors
,Environmental/occupational risks,DALYs,2013,2013,289517000.0,265778000.0,312094000.0,Other,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",DALYs,2013,2013,83867000.0,72879000.0,95568000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,DALYs,2013,2013,75125000.0,59952000.0,89756000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,DALYs,2013,2013,49039000.0,41770000.0,56227000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2013,2013,30721000.0,24281000.0,37626000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,DALYs,2013,2013,141456000.0,130071000.0,153652000.0,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,DALYs,2013,2013,69673000.0,65585000.0,73552000.0,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,DALYs,2013,2013,81087000.0,70025000.0,92802000.0,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,DALYs,2013,2013,5073000.0,3576000.0,6620000.0,Air pollution,Environmental/occupational risks
,Other environmental risks,DALYs,2013,2013,18822000.0,13300000.0,25407000.0,Other environmental risks,Environmental/occupational risks
,Residential radon,DALYs,2013,2013,1979000.0,1331000.0,2768000.0,Other environmental risks,Environmental/occupational risks
,Lead exposure,DALYs,2013,2013,16843000.0,11494000.0,23505000.0,Other environmental risks,Environmental/occupational risks
,Occupational risks,DALYs,2013,2013,55352000.0,44589000.0,67890000.0,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,DALYs,2013,2013,5803000.0,5076000.0,6526000.0,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2013,2013,2771000.0,2227000.0,3521000.0,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2013,2013,8802000.0,7012000.0,10740000.0,Occupational risks,Environmental/occupational risks
,Occupational noise,DALYs,2013,2013,7119000.0,4549000.0,10329000.0,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2013,2013,9947000.0,7886000.0,12927000.0,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2013,2013,21109000.0,14206000.0,29304000.0,Occupational risks,Environmental/occupational risks
,Behavioural risks,DALYs,2013,2013,717608000.0,667831000.0,771924000.0,Other,Behavioural risks
,Child and maternal malnutrition,DALYs,2013,2013,176859000.0,156431000.0,199831000.0,Child and maternal malnutrition,Behavioural risks
,Childhood undernutrition,DALYs,2013,2013,119802000.0,106565000.0,133359000.0,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,DALYs,2013,2013,44203000.0,28205000.0,61650000.0,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,DALYs,2013,2013,44651000.0,31844000.0,62304000.0,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,DALYs,2013,2013,7875000.0,4758000.0,11541000.0,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,DALYs,2013,2013,5996000.0,745000.0,13267000.0,Child and maternal malnutrition,Behavioural risks
,Tobacco,DALYs,2013,2013,143512000.0,129979000.0,159147000.0,Tobacco,Behavioural risks
,Smoking,DALYs,2013,2013,134196000.0,120872000.0,149759000.0,Tobacco,Behavioural risks
,Second-hand smoke,DALYs,2013,2013,9316000.0,8417000.0,10277000.0,Tobacco,Behavioural risks
,High alcohol use,DALYs,2013,2013,99278000.0,81295000.0,113616000.0,High alcohol use,Behavioural risks
,Drug use,DALYs,2013,2013,28578000.0,24505000.0,33104000.0,Drug use,Behavioural risks
,Dietary risks,DALYs,2013,2013,241351000.0,209634000.0,273339000.0,Dietary risks,Behavioural risks
,Diet low in fruits,DALYs,2013,2013,74797000.0,49434000.0,98791000.0,Dietary risks,Behavioural risks
,Diet low in vegetables,DALYs,2013,2013,39176000.0,31050000.0,47658000.0,Dietary risks,Behavioural risks
,Diet low in whole grains,DALYs,2013,2013,51411000.0,39500000.0,63286000.0,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,DALYs,2013,2013,27109000.0,18408000.0,36030000.0,Dietary risks,Behavioural risks
,Diet low in milk,DALYs,2013,2013,2218000.0,633000.0,3713000.0,Dietary risks,Behavioural risks
,Diet high in red meat,DALYs,2013,2013,4147000.0,3349000.0,5026000.0,Dietary risks,Behavioural risks
,Diet high in processed meat,DALYs,2013,2013,17380000.0,12677000.0,23925000.0,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",DALYs,2013,2013,6190000.0,4665000.0,8142000.0,Dietary risks,Behavioural risks
,Diet low in fiber,DALYs,2013,2013,22098000.0,17996000.0,26349000.0,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2013,2013,2876000.0,2507000.0,3258000.0,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,DALYs,2013,2013,22448000.0,16887000.0,28205000.0,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",DALYs,2013,2013,12670000.0,11103000.0,14342000.0,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,DALYs,2013,2013,9875000.0,5503000.0,15228000.0,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2013,2013,74327000.0,40615000.0,116717000.0,Dietary risks,Behavioural risks
,Intimate partner violence,DALYs,2013,2013,14454000.0,11027000.0,18164000.0,Intimate partner violence,Behavioural risks
,Unsafe sex,DALYs,2013,2013,73282000.0,67015000.0,82478000.0,Unsafe sex,Behavioural risks
,Low physical activity,DALYs,2013,2013,45143000.0,38328000.0,52671000.0,Low physical activity,Behavioural risks
,Metabolic risks,DALYs,2013,2013,373817000.0,343978000.0,403889000.0,Other,Metabolic risks
,High fasting plasma glucose,DALYs,2013,2013,116893000.0,101592000.0,133368000.0,High fasting plasma glucose,Metabolic risks
,High LDL cholesterol*,DALYs,2013,2013,62715000.0,49244000.0,80986000.0,High LDL cholesterol*,Metabolic risks
,High systolic blood pressure,DALYs,2013,2013,208129000.0,188307000.0,227509000.0,High systolic blood pressure,Metabolic risks
,High body-mass index,DALYs,2013,2013,134048000.0,112420000.0,156787000.0,High body-mass index,Metabolic risks
,Low bone mineral density,DALYs,2013,2013,14249000.0,11658000.0,17500000.0,Low bone mineral density,Metabolic risks
,Kidney dysfunction*,DALYs,2013,2013,51906000.0,46246000.0,57573000.0,Kidney dysfunction*,Metabolic risks
,All risk factors,Deaths,2015,2015,32234000.0,31456000.0,33035000.0,Other,All risk factors
,Environmental/occupational risks,Deaths,2015,2015,9315000.0,8523000.0,10145000.0,Other,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2015,2015,1766000.0,1586000.0,1944000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2015,2015,1251000.0,1008000.0,1428000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2015,2015,808000.0,727000.0,895000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,Deaths,2015,2015,927000.0,760000.0,1082000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2015,2015,6485000.0,5708000.0,7292000.0,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2015,2015,4241000.0,3698000.0,4777000.0,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2015,2015,2854000.0,2179000.0,3587000.0,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2015,2015,254000.0,97000.0,422000.0,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2015,2015,558000.0,293000.0,883000.0,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2015,2015,64000.0,42000.0,86000.0,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2015,2015,495000.0,237000.0,815000.0,Other environmental risks,Environmental/occupational risks
,Occupational risks,Deaths,2015,2015,1086000.0,1013000.0,1165000.0,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2015,2015,489000.0,461000.0,517000.0,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2015,2015,42000.0,35000.0,48000.0,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2015,2015,357000.0,293000.0,419000.0,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2015,2015,204000.0,191000.0,232000.0,Occupational risks,Environmental/occupational risks
,Behavioural risks,Deaths,2015,2015,22744000.0,21408000.0,24126000.0,Other,Behavioural risks
,Child and maternal malnutrition,Deaths,2015,2015,1414000.0,1308000.0,1533000.0,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2015,2015,391000.0,258000.0,550000.0,Child and maternal malnutrition,Behavioural risks
,Childhood undernutrition,Deaths,2015,2015,1265000.0,1160000.0,1383000.0,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2015,2015,84000.0,58000.0,114000.0,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2015,2015,83000.0,50000.0,119000.0,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2015,2015,55000.0,3000.0,125000.0,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2015,2015,7165000.0,6544000.0,7775000.0,Tobacco,Behavioural risks
,Smoking,Deaths,2015,2015,6402000.0,5749000.0,7037000.0,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2015,2015,886000.0,695000.0,1091000.0,Tobacco,Behavioural risks
,High alcohol use,Deaths,2015,2015,2306000.0,1986000.0,2608000.0,High alcohol use,Behavioural risks
,Drug use,Deaths,2015,2015,489000.0,439000.0,537000.0,Drug use,Behavioural risks
,Dietary risks,Deaths,2015,2015,12058000.0,10615000.0,13538000.0,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2015,2015,2924000.0,1905000.0,4018000.0,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2015,2015,1994000.0,1024000.0,3121000.0,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2015,2015,3142000.0,2215000.0,4189000.0,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2015,2015,2131000.0,1354000.0,3011000.0,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2015,2015,126000.0,44000.0,212000.0,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2015,2015,43000.0,19000.0,69000.0,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2015,2015,541000.0,156000.0,914000.0,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",Deaths,2015,2015,39000.0,27000.0,55000.0,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2015,2015,387000.0,183000.0,670000.0,Dietary risks,Behavioural risks
,Diet low in calcium,Deaths,2015,2015,160000.0,95000.0,232000.0,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2015,2015,1472000.0,616000.0,2378000.0,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",Deaths,2015,2015,388000.0,158000.0,610000.0,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2015,2015,448000.0,190000.0,827000.0,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2015,2015,4130000.0,2446000.0,6419000.0,Dietary risks,Behavioural risks
,Intimate partner violence,Deaths,2015,2015,186000.0,148000.0,224000.0,Intimate partner violence,Behavioural risks
,Unsafe sex,Deaths,2015,2015,1452000.0,1381000.0,1541000.0,Unsafe sex,Behavioural risks
,Low physical activity,Deaths,2015,2015,1605000.0,1265000.0,1956000.0,Low physical activity,Behavioural risks
,Metabolic risks,Deaths,2015,2015,16860000.0,16021000.0,17697000.0,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2015,2015,5240000.0,4547000.0,6217000.0,High fasting plasma glucose,Metabolic risks
,High LDL cholesterol*,Deaths,2015,2015,4313000.0,3324000.0,5512000.0,High LDL cholesterol*,Metabolic risks
,High systolic blood pressure,Deaths,2015,2015,10704000.0,9601000.0,11787000.0,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2015,2015,3960000.0,2728000.0,5332000.0,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2015,2015,361000.0,325000.0,381000.0,Low bone mineral density,Metabolic risks
,Kidney dysfunction*,Deaths,2015,2015,2426000.0,2290000.0,2559000.0,Kidney dysfunction*,Metabolic risks
,All risk factors,DALYs,2015,2015,1015470000.0,953300000.0,1084249000.0,Other,All risk factors
,Environmental/occupational risks,DALYs,2015,2015,319569000.0,295706000.0,344884000.0,Other,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",DALYs,2015,2015,95305000.0,85818000.0,105821000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,DALYs,2015,2015,71745000.0,57707000.0,83257000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,DALYs,2015,2015,46275000.0,41065000.0,51818000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2015,2015,47271000.0,39034000.0,55164000.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,DALYs,2015,2015,167290000.0,148167000.0,185780000.0,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,DALYs,2015,2015,103066000.0,90830000.0,115073000.0,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,DALYs,2015,2015,85644000.0,66659000.0,106136000.0,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,DALYs,2015,2015,4116000.0,1577000.0,6789000.0,Air pollution,Environmental/occupational risks
,Other environmental risks,DALYs,2015,2015,10673000.0,5516000.0,16975000.0,Other environmental risks,Environmental/occupational risks
,Residential radon,DALYs,2015,2015,1386000.0,941000.0,1871000.0,Other environmental risks,Environmental/occupational risks
,Lead exposure,DALYs,2015,2015,9287000.0,4200000.0,15594000.0,Other environmental risks,Environmental/occupational risks
,Occupational risks,DALYs,2015,2015,63615000.0,53616000.0,75415000.0,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,DALYs,2015,2015,9832000.0,9318000.0,10385000.0,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2015,2015,2621000.0,2081000.0,3223000.0,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2015,2015,8787000.0,7598000.0,9987000.0,Occupational risks,Environmental/occupational risks
,Occupational noise,DALYs,2015,2015,10875000.0,7410000.0,15038000.0,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2015,2015,13492000.0,12006000.0,15545000.0,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2015,2015,18573000.0,12979000.0,25759000.0,Occupational risks,Environmental/occupational risks
,Behavioural risks,DALYs,2015,2015,745463000.0,698273000.0,797964000.0,Other,Behavioural risks
,Child and maternal malnutrition,DALYs,2015,2015,172120000.0,151792000.0,196176000.0,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,DALYs,2015,2015,34030000.0,22497000.0,47771000.0,Child and maternal malnutrition,Behavioural risks
,Childhood undernutrition,DALYs,2015,2015,113280000.0,103941000.0,123401000.0,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,DALYs,2015,2015,52870000.0,36518000.0,74437000.0,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,DALYs,2015,2015,7611000.0,4693000.0,10841000.0,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,DALYs,2015,2015,4967000.0,600000.0,10853000.0,Child and maternal malnutrition,Behavioural risks
,Tobacco,DALYs,2015,2015,170889000.0,156216000.0,185988000.0,Tobacco,Behavioural risks
,Smoking,DALYs,2015,2015,148623000.0,134236000.0,163140000.0,Tobacco,Behavioural risks
,Second-hand smoke,DALYs,2015,2015,25212000.0,19297000.0,31653000.0,Tobacco,Behavioural risks
,High alcohol use,DALYs,2015,2015,84990000.0,77180000.0,93010000.0,High alcohol use,Behavioural risks
,Drug use,DALYs,2015,2015,27831000.0,24437000.0,31171000.0,Drug use,Behavioural risks
,Dietary risks,DALYs,2015,2015,264411000.0,236098000.0,294989000.0,Dietary risks,Behavioural risks
,Diet low in fruits,DALYs,2015,2015,72590000.0,48514000.0,98667000.0,Dietary risks,Behavioural risks
,Diet low in vegetables,DALYs,2015,2015,44632000.0,23572000.0,68817000.0,Dietary risks,Behavioural risks
,Diet low in whole grains,DALYs,2015,2015,79813000.0,57571000.0,104238000.0,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,DALYs,2015,2015,49411000.0,32716000.0,68196000.0,Dietary risks,Behavioural risks
,Diet low in milk,DALYs,2015,2015,2603000.0,897000.0,4382000.0,Dietary risks,Behavioural risks
,Diet high in red meat,DALYs,2015,2015,1752000.0,638000.0,2957000.0,Dietary risks,Behavioural risks
,Diet high in processed meat,DALYs,2015,2015,14907000.0,6450000.0,23452000.0,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",DALYs,2015,2015,1449000.0,1004000.0,2059000.0,Dietary risks,Behavioural risks
,Diet low in fiber,DALYs,2015,2015,8393000.0,3908000.0,14657000.0,Dietary risks,Behavioural risks
,Diet low in calcium,DALYs,2015,2015,3284000.0,1966000.0,4755000.0,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,DALYs,2015,2015,31310000.0,13272000.0,49823000.0,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",DALYs,2015,2015,8270000.0,3534000.0,12996000.0,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,DALYs,2015,2015,11578000.0,5138000.0,20322000.0,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2015,2015,83008000.0,49326000.0,127452000.0,Dietary risks,Behavioural risks
,Intimate partner violence,DALYs,2015,2015,13803000.0,11078000.0,16954000.0,Intimate partner violence,Behavioural risks
,Unsafe sex,DALYs,2015,2015,79451000.0,74248000.0,85532000.0,Unsafe sex,Behavioural risks
,Low physical activity,DALYs,2015,2015,34603000.0,26905000.0,42282000.0,Low physical activity,Behavioural risks
,Metabolic risks,DALYs,2015,2015,381845000.0,357846000.0,409436000.0,Other,Metabolic risks
,High fasting plasma glucose,DALYs,2015,2015,143076000.0,125125000.0,163477000.0,High fasting plasma glucose,Metabolic risks
,High LDL cholesterol*,DALYs,2015,2015,88687000.0,74558000.0,105681000.0,High LDL cholesterol*,Metabolic risks
,High systolic blood pressure,DALYs,2015,2015,211816000.0,192712000.0,231114000.0,High systolic blood pressure,Metabolic risks
,High body-mass index,DALYs,2015,2015,120132000.0,83829000.0,158409000.0,High body-mass index,Metabolic risks
,Low bone mineral density,DALYs,2015,2015,8810000.0,7565000.0,10270000.0,Low bone mineral density,Metabolic risks
,Kidney dysfunction*,DALYs,2015,2015,54433000.0,50890000.0,57912000.0,Kidney dysfunction*,Metabolic risks
0.0,All risk factors,Deaths,2016,2016,32756240.0,31855630.0,33694290.0,Other,All risk factors
1.0,Environmental/occupational risks,Deaths,2016,2016,9293430.0,8663330.0,9987210.0,Other,Environmental/occupational risks
2.0,"Unsafe water, sanitation, and handwashing",Deaths,2016,2016,1660770.0,1253690.0,2312040.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,Unsafe water source,Deaths,2016,2016,1160160.0,515929.99999999994,1858370.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,Unsafe sanitation,Deaths,2016,2016,898240.0,662820.0,1307680.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
3.0,No access to handwashing facility,Deaths,2016,2016,750340.0,432560.0,1131560.0,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
2.0,Air pollution,Deaths,2016,2016,6116400.0,5631620.0,6602600.0,Air pollution,Environmental/occupational risks
